alpha,alpha_prime,beta,T,error_alpha,error_beta,GoF_alpha,GoF_beta
7.370630842356914e-07,0.00119082618670063,0.19279285789754705,nan,-0.0007358820903724528,-0.007789134795787911,0.9816787998432485,0.9844217304084242
0.007424579699464112,0.009904457979088102,0.0787003353409238,nan,0.0035157217250446626,0.00014080199543445304,0.9931760711088148,0.9989674520334807
0.0010187317473016426,0.0012647217988915164,0.05905388539577855,nan,0.0004667523994849043,-0.0016653907140965624,0.993532299314297,0.9816807021449379
0.0009042759508679113,0.0007763479942674435,0.023569508120880402,nan,-0.00030861828530363844,-0.001650294150177277,0.9933836108350146,0.9669941169964544
0.000656628283151484,0.0031161483314131834,0.05099026234768365,nan,-0.0026164136670338567,-0.0025432146762371655,0.9828193309012947,0.9888098554245565
0.0018860816694108479,0.0018932750291588071,0.010627080146307677,nan,0.0022972269286864466,0.0017847156737228545,0.9802709456654743,0.9643056865255429
0.0006022552388833059,7.926687831072567e-08,0.07053104363940735,nan,-0.0005840776616393706,-0.005398289272799284,0.9655394179632772,0.9868041817776018
0.0025893774086799947,9.126420976547928e-06,0.10115703315805971,nan,0.0025712901577679137,0.007450707573330995,0.9700359486348968,0.985098584853338
4.902985059925655e-05,0.0020989749451814465,0.03330100333492634,nan,-0.002845781334777364,-0.009751892674143725,0.9678797837321167,0.9731822951461048
0.005288103616202044,1.530078287820642e-08,0.028629157031593654,nan,0.00127159305011032,0.004086314566822208,0.9800178234982664,0.9775252698824779
0.001277849205300629,1.226994911884918e-06,0.09895636116261207,nan,-0.00037393556385811877,0.005059711206173323,0.9928999576482636,0.9920490252474419
0.005285891125505071,0.008959046929855727,0.0374324112686011,nan,-0.007402954079130497,-0.00034519794559229044,0.9857543059453602,0.9962028225984848
0.0006395273822294938,0.010227910316416266,0.0867576789438468,nan,-0.021363365557898528,-0.0015545415825452547,0.9566203747269494,0.994300014197334
0.0001858892157351398,0.00044949797326879367,0.04995158708247827,nan,3.4514024710996516e-05,-0.004430525401660335,0.9984813829127162,0.9756321102908682
0.008973527205115746,0.009041088631328386,0.034505183211515134,nan,-0.0069124422635960525,-0.0022221415186629706,0.9861520355320279,0.9755564432947074
6.889970931612023e-07,0.0003508738081199147,0.1630871117750106,nan,-0.0004964552681860912,0.006630771265058899,0.9591803446158103,0.9867384574698822
0.001595741347110217,4.996408700694902e-09,0.07921798837166401,nan,0.00017281144117275993,-0.004885993373364428,0.9950441068576256,0.984644020826569
0.002394281199321747,1.8644572821512022e-05,0.11688013973449732,nan,0.0035879057313426554,0.016688077674117063,0.9708988210958732,0.9824336024482978
0.003796641857924598,8.87635997092935e-06,0.07434057561445934,nan,-0.0012322983993969805,0.008003478513064044,0.99091447260289,0.9853269560593826
1.3467463640536168e-07,0.0009303284597388515,0.25947762640359867,nan,-0.005823690731189379,-0.01061736037970018,0.7936653320113671,0.9820321593574305
1.30244113916104e-06,0.0004610119306882694,0.20958747142410258,nan,-0.001586643935050036,0.004479741622994693,0.891160095918824,0.9917871403578431
1.0147036394715004e-06,2.0037025659527696e-05,0.13967259780424213,nan,3.92701869570411e-05,0.01670790735967892,0.9607298130429633,0.9387376730145106
6.364704835591502e-06,0.0006773376943518135,0.04934153773774527,nan,-0.0006492240378129788,0.00420112625837693,0.9742371413566279,0.9907575222315708
0.0014367080116498186,3.5746124922680246e-06,0.042462464562612406,nan,-0.0004458832030623805,-2.8499542752469242e-05,0.9855876136383876,0.9999104300084922
0.0002029752610623376,0.007005666045298314,0.2072047857616473,nan,-0.009305613852663375,-0.005083519093158684,0.9685886452230772,0.9860203224938137
0.00035034784804017843,1.1001953687019764e-05,0.27974865145121747,nan,0.00019088488795382386,0.003950446055637102,0.9872862117538218,0.9942060124517322
0.00011524803122934396,4.572613527831195e-06,0.30281122761864854,nan,0.0001680741758257609,0.017011286243031387,0.9666426088678416,0.9750501135102206
2.025722909753382e-06,0.0008825581121821544,0.24422370086734316,nan,-0.0017229074003163314,-0.015563265121222303,0.9417627198525813,0.9688734697575554
0.0017308592669062993,6.36724161469583e-05,0.22647323164199556,nan,-0.0001754189082708857,-0.0005295240369412868,0.9971660919503895,0.9990292059322743
0.005033751623768465,0.002474741028480607,0.01162780366717082,nan,0.00019364995753246017,-0.00028782428712732094,0.9986736304278598,0.993667865683199
0.000994584718410976,0.0054471686621023535,0.04649638223032909,nan,-0.002971180399729434,0.005003146285539273,0.9890913815775253,0.9779861563436272
0.0013857915733787732,5.0763364317839814e-05,0.19033765685787393,nan,-0.0015627346916623486,-0.004728233464861953,0.979163537444502,0.9950466125606208
9.980089427588897e-06,1.5126525370484027e-09,0.009248798539301783,nan,1.7299307850444272e-06,0.00010927545280921269,0.948102076448771,0.9978144909438158
0.0011687194613746138,5.533654125221176e-06,0.17727477645011336,nan,0.0001871021300526854,-0.001983110785783948,0.9952499997959688,0.9960337784284321
0.0034749529662502225,4.7249536748686526e-08,0.1891806570051845,nan,0.00216643624788293,-0.0008584189990976654,0.974735437342473,0.9976393477524814
0.00425062756910056,0.0018830126979527547,0.020037316726809244,nan,0.00042139030654841925,0.0006040205773431909,0.9961133903764952,0.9879195884531362
0.0010831722444344391,3.871574125526815e-07,0.137805733246161,nan,0.0010309810684626664,0.005698989032816293,0.9552056933390681,0.9820888916111488
0.00010020158796926763,1.276335037361078e-06,0.3014223297738626,nan,1.0781381073465823e-05,0.00255352335706871,0.9978860037110852,0.9968790270080271
0.0017182207251545975,1.2119548976744114e-06,0.07217107854399601,nan,0.0002720826439816526,0.0018340311576263424,0.9895968400830545,0.991930262906444
0.0012973223635930284,5.180492751538822e-06,0.10165004736346449,nan,-0.0006794662482953462,-0.0006880935887251249,0.98859955959236,0.9990538713155029
0.007762539751282022,7.565063014698403e-06,0.0860880656414727,nan,0.008014797524424577,0.0005905927488067952,0.9731976451083784,0.9990005353481731
4.598034486952071e-10,0.0038903597725732024,0.12524954958525036,nan,-0.0019860252369203746,-0.0024469922170775593,0.9723600124755932,0.9971666405907523
